movie_id,movie_name,year,genre,description,director,star
tt3652096,Les Bois,,Thriller,Strained relationships within a married couple who lives in a house near the Woods.,Mickael Perret,
tt0485772,Eyo imya - Vesna,1971,Romance,Add a Plot,Iskander Khamrayev,"Talgat Nigmatulin, 
Larisa Umarova, 
Yefim Kopelyan, 
Nina Ruslanova"
tt2399318,The Soul Gatherer,2013,Mystery,"One night, in a remote country estate, five people confront their past sorrows when a young woman's seemingly miraculous emergence from a years-long catatonic state coincides with the ...                See full summary »",Benjamin L. Ward,"John Victor Allen, 
Grisel Cambiasso, 
Karen Jagger, 
Ashley Oringderff"
tt1285307,Irreparable Harm,,War,Add a Plot,Eugene Jarecki,
tt1807020,Steampunk Samurai Biker Chick,2012,Sci-Fi,Add a Plot,Jose Figueroa,"Nate Witty, 
Hayden Blane, 
Jamie Bernadette, 
Sam Gipson"
tt8428726,Hunting Season,2018,Romance,Rana is going to play in a concert in abroad soon. but she has to come back to her hometown for saving her daughter. the place which Rana has ran away from for 16 years....,Dariush Yari,"Mahya Dehghani, 
Hamed Komaily, 
Mehran Ahmadi, 
Reza Akhlaghirad"
tt0838247,After.Life,2009,Thriller,"After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.",Agnieszka Wojtowicz-Vosloo,"Christina Ricci, 
Liam Neeson, 
Justin Long, 
Chandler Canterbury"
tt0452702,Vacancy,2007,Thriller,"A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film.",Nimród Antal,"Kate Beckinsale, 
Luke Wilson, 
Frank Whaley, 
Ethan Embry"
tt1366249,Die Legende von Derdriu und Noisi,2009,Mystery,"The wise druid Cathbad predicts in a mild night in autumn, that the daughter of Fedlim and his wife Derdriu will be the most beautiful and bravest woman Erin has ever seen, but she will ...                See full summary »",Ingo Hillenbrand,"Adrian Angstmann, 
Anke Baumgärtel, 
Cora Czarnecki, 
Rolf Drechsel"
tt1766044,Poslednyaya skazka Rity,2012,Mystery,"Three women, three states of mind, three eternal themes: love, death and the search for happiness. And one angel of death, accompanying the souls of those who are able to love to another world.",Renata Litvinova,"Olga Kuzina, 
Tatyana Drubich, 
Renata Litvinova, 
Nikolay Khomeriki"
tt0113682,Loch Ness,1996,Romance,A scientist tries to prove the existence of the Loch Ness monster.,John Henderson,"Ted Danson, 
Joely Richardson, 
Ian Holm, 
Harris Yulin"
tt0108185,Sommersby,1993,Mystery,"A farmer returns home from the Civil War, but his wife begins to suspect that the man is an impostor.",Jon Amiel,"Richard Gere, 
Jodie Foster, 
Lanny Flaherty, 
Wendell Wellman"
tt0046842,Cento anni d'amore,1954,War,Add a Plot,Lionello De Felice,"Aldo Fabrizi, 
Irene Galter, 
Franco Interlenghi, 
Carlo Ninchi"
tt0455562,It's About Time,2005,Romance,"When the Earth's Atomic Clock is altered by one second, three friends must deal with the unexpected effect it has on their lives.",Kevin Shinick,"Paul Bartholomew, 
Jennifer Carta, 
Jennifer Dempster, 
Jen Drohan"
tt2265492,God of War,,Fantasy,"A Spartan warrior faces off against mythological creatures in an effort to defeat Ares, the god of war. Feature film adaptation of the video game.",,
tt18766596,Xin zhi xu,2022,Crime,"A criminal group is facing a change of leadership, and all forces are trying to intervene.",Marc Ma,"Nick Cheung, 
Ethan Juan, 
Talu Wang, 
Diego Dati"
tt0338873,The Company You Keep,2003,Thriller,"Harry, a world-weary career criminal masquerading as a priest, takes to the road with escaped convict Nate and his jailbait girlfriend Angel. Their only common bond is the vague promise of ...                See full summary »",Konstandino Kalarytis,"Linden Ashby, 
Corbin Bernsen, 
Maria Conchita Alonso, 
Wayne Crawford"
tt0046786,The Black Knight,1954,Adventure,"During King Arthur's time, a sword maker wishes to win Lady Linet's heart but first he must become a noble knight.",Tay Garnett,"Alan Ladd, 
Patricia Medina, 
André Morell, 
Harry Andrews"
tt2404003,Iron Wolf,2013,Horror,"Lost in time, it lurks in the darkness, only to return again.","David Brückner, 
Jens Nier","Carolina Rath, 
Roland Freitag, 
Hannes Sell, 
Caterina Döhring"
tt0271051,Queen of the Stages,1936,Thriller,"Badia married one of the rich people who abandoned her three days after their marriage. Badia decides to rely on herself, where she creates a theatre until her reputation is broadcast and is famous",Mario Volpe,"Abdel Halim Alqalaawy, 
Fouad El Jazairly, 
Badia Massabni, 
Mokhtar Osman"
tt6449352,Scary Notes,2016,Horror,Add a Plot,Jintao Min,"May, 
Chunchun Pan, 
Jianci Tan, 
Yongxin Zhao"
tt6900380,Dealer/Healer,2017,Action,"Biography of Chen Hua, a former underworld kingpin and drug dealer who takes a new lease of life and help rehabilitate people from drug addiction.",Lawrence Ah-Mon,"Ching Wan Lau, 
Ka-Tung Lam, 
Yiyan Jiang, 
Louis Koo"
tt0395119,Captain Alatriste: The Spanish Musketeer,2006,Romance,"Viggo Mortensen plays the Spanish soldier-turned-mercenary Captain Alatriste, a heroic figure from the country's 17th century imperial wars.",Agustín Díaz Yanes,"Viggo Mortensen, 
Elena Anaya, 
Unax Ugalde, 
Eduard Fernández"
tt5097156,Tiger & Bunny,,Adventure,"In a world where superheroes have corporate sponsors and are the stars of their own reality TV show, a new superhero team is born as the veteran hero Wild Tiger is assigned to train a rookie, Bunny ""Barnaby Brooks Jr"".",,
tt8243958,Shape Shifter,,Horror,"A criminal fights his way through the dark underworld to secure his dominance. But, in an abandoned Detroit suburb, the sins of lust, greed and envy of the criminal and his cohorts are ...                See full summary »",Domenico A. Galloro,
tt0081787,Yesterday,1981,Romance,"A young soldier maimed in Vietnam, allows his former girlfriend to believe he's dead to spare her the anguish.",Larry Kent,"Claire Pimparé, 
Vincent Van Patten, 
Eddie Albert, 
Nicholas Campbell"
tt0874426,The Secret Philosophy,2010,Thriller,A filmmaker finds a more intriguing search than the meaning of life.,Mark Charles,"Vanessa Zachos, 
Roxana Alexander, 
Alexa Brown, 
Alexandra Burn"
tt19042656,Ilk Temas,2022,Thriller,Some mysterious events happen to a scientist in the mountain house where he lives.,Atilla Bariser,"Irem Akcay, 
Bekir Anniak, 
Mehmet Sait Aydin, 
Bedirhan Bariser"
tt0086377,Streamers,1983,War,Four young soldiers waiting to be shipped to Viet Nam deal with racial tension and their own intolerance when one soldier reveals he's gay.,Robert Altman,"Matthew Modine, 
Michael Wright, 
Mitchell Lichtenstein, 
David Alan Grier"
tt7182250,Inside Men,I,Thriller,"English remake of Korea's blockbuster Nae Bu Ja Deul, the number one rated R film in Korea which had over nine million admissions.",,
tt1263674,Different Kinds,2007,Crime,A desperate man with only 48 hours to prevent the delivery of an important package takes a young woman hostage on a cross-country race towards Denver.,Eileen Agosta,"Jackie Billotte, 
Chris Borden, 
Gina Di Tullio, 
Britt Rodemich"
tt0047976,Dementia,1955,Film-Noir,"This film, with no dialogue at all, follows a psychotic young woman's nightmarish experiences through one skid-row night.","John Parker, 
Bruno VeSota","Adrienne Barrett, 
Bruno VeSota, 
Ben Roseman, 
Richard Barron"
tt8172170,Xiang Gang hao fang nu xue sheng,1991,Romance,Add a Plot,Shing-Chuen Leung,"Mei-Chi Chen, 
Yang Hsiang, 
Lai-Si Lui, 
Ka-Yee Mok"
tt15816260,Apocalypse Diner,,Crime,"One by one, a seemingly random ensemble of outcasts and misfits descend upon the Apocalypse Diner where the fate of the world is decided in one rainy night.",Jeff Dashnaw,
tt10743282,The Key,2020,Mystery,The curiosity of a young couple interested in black magic leads them to visiting an ancient temple during a trip to Eastern Europe. The temple was famous for being cursed and cursing anyone...                See full summary »,Ayman el Refaie,Ayman el Refaie
tt0310632,Amir el-Inteqam,1950,Crime,"A young man, falsely imprisoned by his jealous ""friend,"" escapes and uses a hidden treasure to exact his revenge.",Henry Barakat,"Anwar Wagdi, 
Samia Gamal, 
Madihah Yusri, 
Kamal El-Shinnawi"
tt1641941,Betting the Devil Your Head: Tales from Poe,2010,Mystery,"An Anthology film comprised of three classic Edgar Allan Poe short stories, Betting the Devil Your Head is full of suspense, laughter and chills. Its three stories, The Tell-Tale Heart, ...                See full summary »",Kristian Lariviere,"Crystal Bradley, 
David Byles, 
Tim Finnigan, 
Garrett Quirk"
tt0022137,Men in Her Life,1931,Romance,A wealthy ex-bootlegger comes to the rescue of a formerly rich society girl after her gold-digging fiancé leaves her stranded when he finds out she's broke. The bootlegger proposes a deal: ...                See full summary »,William Beaudine,"Lois Moran, 
Charles Bickford, 
Victor Varconi, 
Don Dillaway"
tt0047826,An der schönen blauen Donau,1955,Romance,Add a Plot,Hans Schweikart,"Hardy Krüger, 
Nicole Besnard, 
Paul Hörbiger, 
Renée Saint-Cyr"
tt5159412,Nayaki,2016,Horror,"Story is about a ghost looks for men ,looking on women with bad intentions","Govi, 
Goverdhan Reddy","Trisha Krishnan, 
Ganesh Venkatraman, 
Satyam Rajesh, 
Sushma Raj"
tt6559596,Hægtesse,,Thriller,"Hægtesse- Old English Meaning:Witch Fury- Lust after evil, and do not at all love Christ; you follow the devil, do not seek Him who give salvation; despise Christ, I beg you, and realize ...                See full summary »","Hunter Burkhead, 
Jerry Burkhead, 
Dennis Miller Jr.",
tt1661404,"Mai, the Psychic Girl",,Crime,"Mai is a teenage girl with telekinetic powers, which she only uses for fun. But when she gets a high score on a test designed to test if she has psychic abilities, a mysterious organization is eager to use her powers for their own gain.",,
tt9915536,Side Effect,,Sci-Fi,"In 2050, hardcore criminals are sentenced to death by ""Memory Snatching"". A retired Supreme Court Judge goes against the rules when he starts investigating into the past of the criminal ...                See full summary »",,
tt9070824,Deep Hatred,2022,Horror,"Cindy returns to her family home after the death of her father to settle some disputes. Seeking comfort, she is joined by her boyfriend and friends. But she soon discovers that the house hides a terrible secret.","Daniela Carvalho, 
Ale McHaddo","Sara Drust, 
Jeremy Sless, 
Evan Judson, 
Marcella Marques"
tt1068949,Faceless,2007,Sci-Fi,"In an eerily familiar city, a calendar reform has dispensed with the past and the future, leaving citizens faceless, without memory or anticipation. Unimaginable happiness abounds - until a woman recovers her face...",Manu Luksch,"Aadam K. Ahmed, 
Manu Luksch, 
Tilda Swinton, 
William Trevitt"
tt7369722,The Sandman,2017,Horror,"A little girl with formidable powers imagines into existence the Sandman, a terrible monster from her nightmares that brings harm to anyone who wants to hurt her.",Peter Sullivan,"Haylie Duff, 
Tobin Bell, 
Shaun Sipos, 
Shae Smolik"
tt10544746,A Crimson Man,,Sci-Fi,"Feature film adaptation of the short film ""A Crimson Man"" (2017).",,
tt0160236,Dudley Do-Right,1999,Romance,Inept Canadian mountie Dudley Do-Right chases after villian Snidely Whiplash and woos girlfriend Nell Fenwick.,Hugh Wilson,"Brendan Fraser, 
Sarah Jessica Parker, 
Alfred Molina, 
Eric Idle"
tt1579697,Samrajyam,2009,Mystery,A vengeful woman instigates rivalry between two brothers: one a wealthy landlord; the other a brutal killer.,Veeru Dwait,"Suman, 
Priyanka Kothari, 
Malavika Nair, 
Srihari"
tt26452068,Lilith Cinleri,2023,Horror,Add a Plot,Ekrem Düzgünoglu,"Gökhan Eryilmaz, 
Seda Tosun, 
Derya Sen, 
Altug Seckiner"
tt19389706,The Last Appointment!,1977,Adventure,"Two episodes of the TV series ""The Persuaders"" joined into a movie. Two playboys, Brett Sinclair (Roger Moore) and Danny Wilde (Tony Curtis), investigate crimes.","Tony Curtis, 
Stephen Greif, 
Harold Innocent, 
Suzy Kendall",
tt1876522,Uncommon Vision: The Life and Times of John Howard Griffin,2011,Biography,"Documentary about John Howard Griffin, a white man who disguised himself as a black man (dying his skin) and traveled through the South during the Civil Rights era. He did so because he was...                See full summary »",Morgan Atkinson,J. Barrett Cooper
tt0073574,The Principle of Wisdom,1976,Fantasy,Add a Plot,António de Macedo,"Guida Maria, 
Sinde Filipe, 
Carmen Dolores, 
Nicolau Breyner"
tt0470128,The Letter with Feathers,1954,War,"The adventure of Hai Wa, a twelve-year-old boy. He sent a secret letter about Japanese military information to the Eighth Route Army during the anti-Japanese war.",Hui Shi,"Yuanyuan Cai, 
Shi Shu, 
An-an Cai, 
Duo Cao"
tt0085442,Disconnected,1984,Thriller,"Alicia has started getting these very noisy, and disturbing phone calls. The question is, are they real, or is it all in her head?",Gorman Bechard,"Frances Raines, 
Mark Walker, 
Carl Koch, 
Professor Morono"
tt0316352,One Hell of a Christmas,2002,Mystery,"When Carlitos is released after 2 years of ""hard time"", he attempts to redeem himself for the sake of his 5 year-old son. But when he's talked into ""one last job,"" he gets embroiled in a situation far beyond anything he'd bargained for.",Shaky González,"Tolo Montana, 
Thure Lindhardt, 
Zlatko Buric, 
Pat Kelman"
tt2036384,Hydra,2003,Action,"Micke is a normal teenage kid, bullied and lonely. One day he losses it and beats one of his bullies to his death. This is picked up and silenced by an underground hit-man organization. In ...                See full summary »",Titus Paar,"Sarah Appelberg, 
Tobias Fagerström, 
Joel Jonasson, 
Tommi Korkeamäki"
tt7558572,Bhagshesh: The Remainder,2018,Family,"The Remainder' is a biographical document of a mother, Madhumanti, who is not a biological mom, but a step mother. Biswajit, a dear friend of Madhumanti, is a writer himself and he is the ...                See full summary »",Rema Bose,
tt1371162,Operation: Ruthless,,War,"Five men, one mission and their only prize...freedom.",,
tt12455636,Here Comes the Flood,,Romance,"Plot kept under wraps. Described as a character-driven, romance-heist movie.",Jason Bateman,
tt21910074,Beyond the 7 Seas,2022,Thriller,"The mysterious and dark forces spanning across distant continents, tactfully brought him to that Secret Island. Then, it became his mission to redeem his mother from the clutches of the evil who were camouflaged as guardian angels.","Smily Titus, 
Pratheesh Uthaman","Prashant Nair, 
Athira Patel, 
Kiran Aravindakshan, 
Vedha Biju"
tt6220726,The Monster Under Your Heart,,Thriller,"A meticulous detective is disturbed when his young daughter begins to exhibit strange behavior and tells him that she has psychopathic tendencies. Is his daughter a danger, or is something more complex going on in her head?",Joseph Faultersack,
tt8833562,Romantic Babylon,,Romance,A small rock band with very controversial news following them quickly rise up in the ranks once they sign on to a record label and nothing is what it seems. They are at the center of ...                See full summary »,,
tt2767328,Todd Tarantula,2023,Mystery,A psychedelic journey across Los Angeles to find his stolen motorbike leads antihero Todd Tarantula through a time-bending experience where he must uncover the secrets of his past.,Ansel Faraj,"David Selby, 
Nathan Wilson, 
Kelly Erin Decker, 
Douglas M. Eames"
tt0034444,Alfa Tau!,1942,War,Add a Plot,Francesco De Robertis,"Giuseppe Addobbati, 
Marina Chierici, 
Liana Persi, 
Lilla Pilucolio"
tt1727307,In the Woods,2010,Thriller,A young couple go camping in the woods where they strike up an unexpected encounter with another camper they fall prey to.,Vilma Zenelaj,"Rocco Di Nobile, 
David Landry, 
Anora Lyn, 
Greta Zenelaj"
tt10954984,Nope,2022,Horror,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Jordan Peele,"Daniel Kaluuya, 
Keke Palmer, 
Brandon Perea, 
Michael Wincott"
tt0055758,Az aranyember,1962,History,"Michael Tímar, captain of the St. Barbara, marries the daughter of a Turkish aristocrat on the run. While skilfully managing his wife fortune, Tímar is torn between the demands of bourgeois civilization and the ideal of freedom.",Viktor Gertler,"András Csorba, 
Ilona Béres, 
Ernö Szabó, 
Marianne Krencsey"
tt2837194,Rebound,2014,Thriller,"When a young woman finds the love of her life cheating on her, she has a mental break while travelling across country and encounters hostile strangers and debilitating anxiety along the way.",Megan Freels Johnston,"Ashley James, 
Mark Meir, 
Liz Bauer, 
Kevin Bulla"
tt10870056,Calamity,I,Action,Plot kept under wraps.,Mathieu Chauveau,
tt6144876,Purgatory Road,2017,Horror,"On the highways of Mississippi, a psychotic priest and his brother are on a crusade to absolve sinners with their own brand of murder.",Mark Savage,"Gary Cairns, 
Luke Albright, 
Trista Robinson, 
Sylvia Grace Crim"
tt0035300,Secret Enemies,1942,Thriller,"A lawyer becomes a government secret agent after an agent-friend of his is murdered, and discovers a nest of Nazi spies operating out of a former client's hotel.",Benjamin Stoloff,"Craig Stevens, 
Faye Emerson, 
John Ridgely, 
Charles Lang"
tt0125832,Liebes Lager,1976,Thriller,The story follow the prisoners of a concentration camp that the SS have turned into brothel.,Lorenzo Gicca Palli,"Karl Koenig, 
Red Ascott, 
Ronny Coster, 
Luciano Pigozzi"
tt3385270,Hot,2016,Thriller,"A comic yet ultimately devastating look at an apocalyptic future Los Angeles torn apart by a dangerous virus, most of its victims left unconscious to die slowly.",Victor Warren,"Steven Strait, 
Zachary Knighton, 
Kate Siegel, 
Noah Segan"
tt0075874,A Confederação: O Povo É Que Faz a História,1978,Romance,Add a Plot,Luís Galvão Teles,"Margarida Carpinteiro, 
Carlos Cabral, 
Ana Zanatti, 
Artur Semedo"
tt7787602,Kapali (the Skull),,Action,Preface : The main reason for writing this story is to find out the unknown mysterious questions which no one ever has ever answered or even enquired. They are: 1. Who is Tantrik? 2. Why he...                See full summary »,Ramana.artbyramana,
tt2312262,Dick Figures: The Movie,2013,Thriller,"Red and Blue journey around the world to find The Great Sword of Destiny. Blue discovers that Red was never his friend at all, now they are enemies and are in worst situations imaginable.","Zack Keller, 
Ed Skudder","Ed Skudder, 
Zack Keller, 
Eric Bauza, 
Ben Tuller"
tt4677288,Paradise North and South,2009,Fantasy,"This art-film is comprised of an animated drawn artwork, archival images, and a soundtrack by the filmmaker. It translates into sublime mesmerizing visual pieces that reflect both high-end technology and complex multicultural aesthetics.",Tim White-Sobieski,
tt5567874,Madame Tussaud,,History,"Grueling tale of a liberated female business owner who becomes a creator of celebrity during the French Revolution, as she sidesteps political intrigue, romance, and near certain death during one of the bloodiest revolutions in history.",,
tt0409022,Maging akin ka lamang,1987,Romance,"Rich, beautiful Rosita would do anything to win the love of the man with whom she is obsessed, but neither her beauty nor all the money in the world gives her what she wants.",Lino Brocka,"Christopher De Leon, 
Lorna Tolentino, 
Dina Bonnevie, 
Jay Ilagan"
tt9844332,Shaada Kalo Aabcha,2013,Thriller,The sylvan settings of North Bengal where light and shade play amid the somber lines of conifers and eucalyptus. The winding serpentine roads curling along a green mountain like lazy laces....                See full summary »,Riingo Banerjee,"Samrat Chakrabarti, 
Sayani Datta, 
Subhrajit Dutta, 
Rana Mitra"
tt2525450,Badass Showdown,2013,Action,"Uber MMA fighter manager Ivy Reed (B-movie action star of the '80s and '90s Cynthia Rothrock) is unique as a woman in a male-dominated field, using a special formula to find her champion ...                See full summary »",David DeCoteau,"Cynthia Rothrock, 
Jarrid Balis, 
Brandon Schinaman, 
Josh Griego"
tt0128091,Det bødes der for,1944,Family,"At a forest restoration, somewhere in the province, a bunch of newly-graduated students celebrate their well-graduated exam.",Emanuel Gregers,"Bendt Rothe, 
Bjørn Watt-Boolsen, 
Grethe Holmer, 
Vagn Kramer"
tt0120353,Top of the World,1997,Thriller,"A just-paroled ex-cop and his soon-to-be-ex-wife wander into a Las Vegas casino, become suspects in a robbery, and take a gamble with their lives.",Sidney J. Furie,"Peter Weller, 
Dennis Hopper, 
Tia Carrere, 
David Alan Grier"
tt0171726,The Seventh Bullet,1973,Adventure,Based on the conflict between the new atheistic communist government that ruled in Uzbekistan after the revolution in Russia and the traditional laws of Islam that Uzbek people believing for a thousand years.,Ali Khamraev,"Dilorom Kambarova, 
Suymenkul Chokmorov, 
Bolot Beyshenaliev, 
Talgat Nigmatulin"
tt0058492,La primera aventura,1965,Family,"Juan, Maria and Pepin's best friend is falsely accused of stealing some money. The three children decide to check it out and find the real thief.",Tulio Demicheli,"José Calvo, 
Nino del Arco, 
Pedro Mari Sánchez, 
Marisenka Domoslawsky"
tt0075133,Ju ma pao,1976,Action,"Golden City, capital of wondrous Phoenix island, is attacked by an evil despot and his sorcerer ally and conquered, with the Emperor and his three generals killed by the invaders. The young...                See full summary »","Chi-Lien Yu, 
Kang Yu","Polly Ling-Feng Shang-Kuan, 
Chung Chien Li, 
Sing Chen, 
Lik Cheung"
tt1016159,Chain Kulii Ki Main Kulii,2007,Family,"An orphan kid who goes on to achieve name, fame and above all self belief.",Karanjeet Saluja,"Zain Khan, 
Rahul Bose, 
Kapil Dev, 
Nasir Khan"
tt14787112,Kaalika,2021,Horror,Add a Plot,Navarasan,"Sadhu Kokila, 
Radhika Kumaraswamy"
tt0057894,War of the Fools,1964,Fantasy,"Karel Zeman's brilliant animation, cowritten with Jurácek: ironic, surreal, following the adventures of a plowboy and a mercenary to the battlefields of the Thirty Years War.",Karel Zeman,"Petr Kostka, 
Emília Vásáryová, 
Miroslav Holub, 
Karel Effa"
tt0034000,Parachute Battalion,1941,Romance,"Pre-Pearl Harbor propaganda film about young Americans, from various social backgrounds, who undergo parachute training at Fort Benning prior to becoming paratroopers.",Leslie Goodwins,"Robert Preston, 
Nancy Kelly, 
Edmond O'Brien, 
Harry Carey"
tt0134656,Flirt,1983,Romance,"After a 22-year marriage, a couple shows the signs of a crisis. She thinks he has a lover, and actually it seems so, but is the lover for real?",Roberto Russo,"Jean-Luc Bideau, 
Monica Vitti, 
Alessandro Haber, 
Marina Confalone"
tt0100600,"Look Out, Officer!",1990,Action,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,Sze Yu Lau,"Stephen Chow, 
Bill Tung, 
Stanley Sui-Fan Fung, 
Vivian Chen"
tt0326977,I'm Not Scared,2003,Mystery,"A young boy accidentally discovers a deep hole in the ground, where another boy is kept prisoner.",Gabriele Salvatores,"Aitana Sánchez-Gijón, 
Dino Abbrescia, 
Giorgio Careccia, 
Riccardo Zinna"
tt2641186,The Lost Girls,2014,Thriller,"Unknown to most of their prey, the Lost Girls are far from human. ... When their leader, Gracie, begins dying, that balance is thrown into jeopardy and the Lost Girls must stop an erupting ...                See full summary »",Leigh Scott,"Eliza Swenson, 
Martin Ewens, 
Alexandra Turshen, 
Robin Rose Singer"
tt7966088,Captain Tsubasa Movie 02 - Attention! The Japanese Junior Selection,1985,Animation,Tsubasa and his team face off in a return match against the All Europe Soccer Team.,Hiroyoshi Mitsunobu,"Kôichi Hashimoto, 
Akari Hibino, 
Hirotaka Suzuoki, 
Eiko Yamada"
tt6423056,"Lempira, El señor de la sierra",,History,Add a Plot,Alejandro Irías,
tt1172570,Bronson,2008,Action,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",Nicolas Winding Refn,"Tom Hardy, 
Kelly Adams, 
Luing Andrews, 
Katy Barker"
tt0061120,Web of Violence,1966,Mystery,"A man finds himself entangled with a gang of drug smugglers in Rome, when he sets out to investigate the kidnapping of his former girlfriend. Larry Anderson",Nick Nostro,"Brett Halsey, 
Margaret Lee, 
José Calvo, 
Julio Peña"
tt0089930,Roller Blade,1986,Sci-Fi,"In a futuristic society, rebels fighting against a fascist state are aided by a group of roller-skating nuns called the Bod Sisters.",Donald G. Jackson,"Suzanne Solari, 
Jeff Hutchinson, 
Shaun Michelle, 
Katina Garner"
tt0070827,Shock Treatment,1973,Sci-Fi,"A French businesswoman goes to a remote and popular rejuvenation clinic after a breakup, and begins to suspect the treatment methods used by the head doctor, and slowly uncovers the horrible secret behind the clinic's success.",Alain Jessua,"Alain Delon, 
Annie Girardot, 
Robert Hirsch, 
Michel Duchaussoy"
tt14168948,Nabhamsi,,Romance,"A man's journey, over the course of a lifetime, to identify the source of one of his first and most primal memories.",Ram Alladi,
tt0049937,Warszawska syrena,1956,Family,Add a Plot,Tadeusz Makarczynski,"Hanna Zembrzuska, 
Hanna Skarzanka, 
Barbara Polomska, 
Igor Smialowski"
tt1809341,Section 5,2010,Crime,A young woman returns home after inheriting her father's estate. But the neighborhood has changed from when she was a child. What will she find out about the new neighbor and his connection to her father?,Randy DeFord,"Ann Tiemann Loggins, 
Natasha Shuck, 
Sonny Burnette, 
Sheila Mellon"
tt0188082,A Man Called Magnum,1977,Crime,Police Commissioner Dario Mauri investigates the activities of a drug ring led by Don Domenico Laurenzi.,Michele Massimo Tarantini,"Luc Merenda, 
Enzo Cannavale, 
Adolfo Lastretti, 
Ferdinando Murolo"
tt5096246,Disappearance,2019,Thriller,"After the Author George Boulangé disappears from his sailboat one night, Detective Kenny Park must try to ascertain what happened by interviewing his wife, girlfriend and captain.",Matt Shapira,"Matthew Marsden, 
Jemma Dallender, 
Brian Thompson, 
Hutch Dano"
tt3402106,The Blood Spoon Council,,Thriller,A group of a vigilantes hunt down serial killers.,Troy Duffy,
tt0453313,Wo de mei li xiang chou,2002,War,Taylor Parks decides to talk four friends into taking a random trip from America to China when suddenly they are all caught in a Chinese civil war.,Zhong Yu,"Liya Ai, 
Daniel Hiu Tung Chan, 
Lin Cui, 
Kar-Ying Law"
tt7697112,Apple,IV,Action,"A teenage assassin becomes the target of her employer, and adoptive father.",Mauro Borrelli,
tt0096463,Working Girl,1988,Romance,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",Mike Nichols,"Melanie Griffith, 
Harrison Ford, 
Sigourney Weaver, 
Alec Baldwin"
tt0032130,Wings of the Navy,1939,Romance,Biplanes flying in formation past the Washington Monument. A flotilla of seaplanes rising majestically off the surface of the Atlantic.,Lloyd Bacon,"George Brent, 
Olivia de Havilland, 
John Payne, 
Frank McHugh"
tt0160166,Cyrano de Bergerac,1923,War,Cyrano de Bergerac is a joyous and witty poet filled with plenty of charisma and bravado in 17th-century France. He has only one flaw: an unusually long nose which makes him unattractive to any woman.,Augusto Genina,"Pierre Magnier, 
Linda Moglia, 
Angelo Ferrari, 
Maurice Schutz"
tt0087682,Maria's Lovers,1984,Romance,"After spending the last of WWII in a brutal Japanese POW camp leaving him with nightmares, Ivan returns home to Pennsylvania for his childhood friend, Maria. But he has rivals for her love.",Andrey Konchalovskiy,"Nastassja Kinski, 
John Savage, 
Keith Carradine, 
Robert Mitchum"
tt5598144,Tayozhnyy moryak,1983,Romance,Sailor leave the ship crew and join to geologists which search gas in Siberian taiga.,Lev Mirsky,"Svetlana Dirina, 
Mikhail Vaskov, 
Marina Levtova, 
Boris Nevzorov"
tt0065501,A Bullet for Pretty Boy,1970,Thriller,"After serving four years of a six-year sentence on a manslaughter charge, a tough punk (Pretty Boy Floyd) escapes from prison and goes on a violent rampage.","Larry Buchanan, 
Maury Dexter","Fabian, 
Jocelyn Lane, 
Astrid Warner, 
Adam Roarke"
tt0120789,Pleasantville,1998,Fantasy,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world.",Gary Ross,"Tobey Maguire, 
Jeff Daniels, 
Joan Allen, 
William H. Macy"
tt0059885,Von Ryan's Express,1965,Action,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.,Mark Robson,"Frank Sinatra, 
Trevor Howard, 
Raffaella Carrà, 
Brad Dexter"
tt0051583,"Der Engel, der seine Harfe versetzte",1959,Fantasy,Add a Plot,Kurt Hoffmann,"Nana Osten, 
Henry Vahl, 
Ullrich Haupt, 
Matthias Fuchs"
tt9541148,Basic Fish Mermaids Beyond Boarders (MBB),,Adventure,Add a Plot,Tiffani Smith,
tt0114651,Terra Estrangeira,1995,Crime,"After the death of his mother, a young Brazilian decides to leave his country and travel to his mother's native land. In a foreign land, he finds love and danger.","Walter Salles, 
Daniela Thomas","Fernanda Torres, 
Fernando Alves Pinto, 
Alexandre Borges, 
Luís Melo"
tt2249596,Deathly Kiss,2012,Horror,For several years sisters Amina and Nadja have been on the run from Smirnov who was promised Amina by her parents. They seek shelter in Stockholm but it seems Smirnov and his vampire clan has found them.,Steffi Bach,"Katja Roslund, 
Natasha Belkov, 
Magnus Berglund, 
Adnan Ballon"
tt0195219,Romance de medio siglo,1944,History,Add a Plot,Luis Moglia Barth,"Inés Moreno, 
Florindo Ferrario, 
Francisco Flores, 
Nieves Yankovic"
